lcl|NC_047559.1_prot_XP_034319074.1_1	lcl|NW_008711143.1_prot_XP_009067225.1_23629	0.084
lcl|NC_047559.1_prot_XP_034319086.1_2	lcl|NW_008708960.1_prot_XP_009055218.1_11620	5.0
lcl|NC_047559.1_prot_XP_034327644.1_3	lcl|NW_008709848.1_prot_XP_009061154.1_17549	3.3
lcl|NC_047559.1_prot_XP_034318966.1_4	lcl|NW_008708372.1_prot_XP_009051215.1_7616	3.01e-04
lcl|NC_047559.1_prot_XP_034318957.1_5	lcl|NW_008708785.1_prot_XP_009054123.1_10524	3.87e-07
lcl|NC_047559.1_prot_XP_034319098.1_6	lcl|NW_008707425.1_prot_XP_009047241.1_3640	1.42e-05
lcl|NC_047559.1_prot_XP_034320107.1_7	lcl|NW_008710984.1_prot_XP_009066805.1_23260	2.03e-29
lcl|NC_047559.1_prot_XP_034319106.1_8	lcl|NW_008707025.1_prot_XP_009045623.1_2021	6.78e-10
lcl|NC_047559.1_prot_XP_034337690.1_9	lcl|NW_008709919.1_prot_XP_009061464.1_17862	9.16e-05
lcl|NC_047559.1_prot_XP_034319115.1_10	lcl|NW_008707106.1_prot_XP_009045852.1_2250	1.12e-16
lcl|NC_047559.1_prot_XP_034307473.1_11	lcl|NW_008708555.1_prot_XP_009052891.1_9294	0.013
lcl|NC_047559.1_prot_XP_019925938.2_12	lcl|NW_008710984.1_prot_XP_009066805.1_23260	1.42e-15
lcl|NC_047559.1_prot_XP_011417736.3_13	lcl|NW_008706849.1_prot_XP_009044872.1_1270	0.022
lcl|NC_047559.1_prot_XP_011453478.2_14	lcl|NW_008709614.1_prot_XP_009059423.1_15820	3.22e-44
lcl|NC_047559.1_prot_XP_034312778.1_15	lcl|NW_008709614.1_prot_XP_009059423.1_15820	3.22e-44
lcl|NC_047559.1_prot_XP_011453479.2_16	lcl|NW_008709614.1_prot_XP_009059423.1_15820	3.22e-44
lcl|NC_047559.1_prot_XP_034312813.1_17	lcl|NW_008708943.1_prot_XP_009054997.1_11389	0.70
lcl|NC_047559.1_prot_XP_034312820.1_18	lcl|NW_008708555.1_prot_XP_009052891.1_9294	4.68e-04
lcl|NC_047559.1_prot_XP_034312826.1_19	lcl|NW_008710984.1_prot_XP_009066805.1_23260	3.75e-31
lcl|NC_047559.1_prot_XP_011417740.2_20	lcl|NW_008708987.1_prot_XP_009055690.1_12078	2.46e-112
lcl|NC_047559.1_prot_XP_019920026.2_21	lcl|NW_008708987.1_prot_XP_009055690.1_12078	2.46e-112
lcl|NC_047559.1_prot_XP_011417762.2_22	lcl|NW_008706746.1_prot_XP_009043886.1_284	1.22e-60
lcl|NC_047559.1_prot_XP_011417739.2_23	lcl|NW_008709577.1_prot_XP_009059248.1_15645	0.0
lcl|NC_047559.1_prot_XP_011417737.2_24	lcl|NW_008708987.1_prot_XP_009055668.1_12185	1.72e-61
lcl|NC_047559.1_prot_XP_034312840.1_25	lcl|NW_008708987.1_prot_XP_009055668.1_12185	1.72e-61
lcl|NC_047559.1_prot_XP_011417738.2_26	lcl|NW_008708987.1_prot_XP_009055668.1_12185	1.53e-61
lcl|NC_047559.1_prot_XP_011417742.1_27	lcl|NW_008709259.1_prot_XP_009057377.1_13780	7.45e-75
lcl|NC_047559.1_prot_XP_019920029.2_28	lcl|NW_008708401.1_prot_XP_009052001.1_8393	5.88e-88
lcl|NC_047559.1_prot_XP_019920027.2_29	lcl|NW_008708401.1_prot_XP_009052001.1_8393	6.82e-87
lcl|NC_047559.1_prot_XP_034312889.1_30	lcl|NW_008708401.1_prot_XP_009052046.1_8445	2.13e-147
lcl|NC_047559.1_prot_XP_034312904.1_31	lcl|NW_008708401.1_prot_XP_009052046.1_8445	8.35e-148
lcl|NC_047559.1_prot_XP_034312898.1_32	lcl|NW_008708401.1_prot_XP_009052046.1_8445	6.36e-148
lcl|NC_047559.1_prot_XP_034312891.1_33	lcl|NW_008708401.1_prot_XP_009052046.1_8445	1.99e-147
lcl|NC_047559.1_prot_XP_011417749.2_34	lcl|NW_008708401.1_prot_XP_009052046.1_8445	7.74e-148
lcl|NC_047559.1_prot_XP_034312913.1_35	lcl|NW_008708401.1_prot_XP_009052046.1_8445	2.93e-148
lcl|NC_047559.1_prot_XP_011417751.2_36	lcl|NW_008708401.1_prot_XP_009052046.1_8445	2.93e-148
lcl|NC_047559.1_prot_XP_011417752.2_37	lcl|NW_008708401.1_prot_XP_009052046.1_8445	2.93e-148
lcl|NC_047559.1_prot_XP_011417753.2_38	lcl|NW_008708401.1_prot_XP_009052046.1_8445	2.93e-148
lcl|NC_047559.1_prot_XP_019920021.2_39	lcl|NW_008708401.1_prot_XP_009052046.1_8445	2.93e-148
lcl|NC_047559.1_prot_XP_011417754.2_40	lcl|NW_008708401.1_prot_XP_009052046.1_8445	2.93e-148
lcl|NC_047559.1_prot_XP_011417757.2_41	lcl|NW_008707245.1_prot_XP_009046673.1_3071	4.26e-21
lcl|NC_047559.1_prot_XP_034312966.1_42	lcl|NW_008707245.1_prot_XP_009046673.1_3071	4.54e-21
