GOslim,Count,Percent,Term,go_terms
GO:0001618,0,0,virus receptor activity,
GO:0003677,102,12.0996441281139,DNA binding,GO:0000182;GO:0000400;GO:0000976;GO:0000977;GO:0000978;GO:0000987;GO:0003690;GO:0003691;GO:0003697;GO:0008301;GO:0031490;GO:0031492;GO:0042162;GO:0043035;GO:0043565;GO:0070888;GO:1990837
GO:0003723,38,4.50771055753262,RNA binding,GO:0000049;GO:0003727;GO:0003729;GO:0003730;GO:0003743;GO:0003746;GO:0008143;GO:0019843;GO:0030628;GO:0034511;GO:0035613;GO:0035925;GO:0036002;GO:0048027;GO:0070878;GO:0097158
GO:0003774,5,0.593119810201661,cytoskeletal motor activity,GO:0000146;GO:0003777;GO:0008569
GO:0003824,180,21.3523131672598,catalytic activity,GO:0000254;GO:0000285;GO:0000286;GO:0001567;GO:0003724;GO:0003755;GO:0003831;GO:0003843;GO:0003887;GO:0003906;GO:0003924;GO:0003950;GO:0004019;GO:0004031;GO:0004035;GO:0004045;GO:0004053;GO:0004089;GO:0004100;GO:0004114;GO:0004115;GO:0004117;GO:0004180;GO:0004197;GO:0004198;GO:0004222;GO:0004318;GO:0004339;GO:0004360;GO:0004386;GO:0004415;GO:0004427;GO:0004497;GO:0004499;GO:0004518;GO:0004519;GO:0004553;GO:0004558;GO:0004601;GO:0004622;GO:0004623;GO:0004656;GO:0004672;GO:0004674;GO:0004675;GO:0004714;GO:0004801;GO:0004842;GO:0004843;GO:0005007;GO:0005008;GO:0005024;GO:0008080;GO:0008081;GO:0008094;GO:0008146;GO:0008168;GO:0008194;GO:0008237;GO:0008241;GO:0008311;GO:0008374;GO:0008395;GO:0008401;GO:0008417;GO:0008483;GO:0008484;GO:0008753;GO:0008757;GO:0008892;GO:0008963;GO:0009055;GO:0009922;GO:0009975;GO:0009978;GO:0010333;GO:0016175;GO:0016213;GO:0016462;GO:0016491;GO:0016631;GO:0016709;GO:0016717;GO:0016740;GO:0016757;GO:0016818;GO:0016832;GO:0016836;GO:0016887;GO:0017005;GO:0017171;GO:0018024;GO:0018392;GO:0033883;GO:0035250;GO:0042286;GO:0042799;GO:0043262;GO:0046527;GO:0046920;GO:0046933;GO:0046981;GO:0047378;GO:0047498;GO:0047499;GO:0047555;GO:0047631;GO:0047677;GO:0047756;GO:0047915;GO:0048101;GO:0050136;GO:0050187;GO:0050459;GO:0050566;GO:0050567;GO:0051992;GO:0052716;GO:0052732;GO:0052908;GO:0061630;GO:0061896;GO:0061897;GO:0061898;GO:0062182;GO:0062183;GO:0070573;GO:0090560;GO:0098821;GO:0102545;GO:0102756;GO:0106293;GO:0106294;GO:0106310;GO:0140658;GO:1990404
GO:0003924,2,0.237247924080664,GTPase activity,
GO:0005198,11,1.30486358244365,structural molecule activity,GO:0003735;GO:0005200;GO:0005201;GO:0005212;GO:0008307;GO:0017056;GO:0030021;GO:0030527
GO:0005215,71,8.42230130486358,transporter activity,GO:0004970;GO:0005231;GO:0005234;GO:0005242;GO:0005243;GO:0005244;GO:0005248;GO:0005249;GO:0005261;GO:0005267;GO:0005319;GO:0005332;GO:0005343;GO:0005369;GO:0005432;GO:0005452;GO:0005548;GO:0008028;GO:0008381;GO:0008510;GO:0010348;GO:0015129;GO:0015175;GO:0015207;GO:0015208;GO:0015245;GO:0015271;GO:0015276;GO:0015277;GO:0015280;GO:0015293;GO:0015355;GO:0015368;GO:0015375;GO:0015385;GO:0015467;GO:0015491;GO:0015552;GO:0016934;GO:0022803;GO:0022841;GO:0022848;GO:0022852;GO:0022857;GO:0042910;GO:0046873;GO:0046933;GO:0046961;GO:0055077;GO:0086089;GO:0099507;GO:0099580;GO:0099604;GO:0120013;GO:0140161;GO:1904121;GO:1904315;GO:1905060
GO:0008092,22,2.60972716488731,cytoskeletal protein binding,GO:0003779;GO:0003785;GO:0008017;GO:0015631;GO:0017022;GO:0030507;GO:0031005;GO:0043014;GO:0048487;GO:0051015
GO:0008289,18,2.13523131672598,lipid binding,GO:0001530;GO:0001786;GO:0001972;GO:0005544;GO:0005546;GO:0010314;GO:0032266;GO:0032934;GO:0034235;GO:0043208;GO:0070273;GO:1902387;GO:1904768
GO:0009975,1,0.118623962040332,cyclase activity,
GO:0016209,1,0.118623962040332,antioxidant activity,GO:0004601
