GOslim,Count,Percent,Term,go_terms
GO:0000228,4,0.3003003003003,nuclear chromosome,GO:0000794;GO:0008622;GO:0070822
GO:0005576,54,4.05405405405405,extracellular region,GO:0005615;GO:0065010;GO:0070062
GO:0005615,26,1.95195195195195,extracellular space,GO:0070062
GO:0005618,0,0,cell wall,
GO:0005634,167,12.5375375375375,nucleus,GO:0000228;GO:0000794;GO:0005635;GO:0005637;GO:0005643;GO:0005654;GO:0005681;GO:0005730;GO:0008622;GO:0016363;GO:0016514;GO:0016581;GO:0016589;GO:0016604;GO:0016605;GO:0016607;GO:0030895;GO:0031523;GO:0031965;GO:0035059;GO:0035060;GO:0035061;GO:0035097;GO:0035098;GO:0042585;GO:0044613;GO:0044614;GO:0070822;GO:0071005;GO:0071013;GO:0071564;GO:0071565;GO:0089701;GO:0090575
GO:0005635,10,0.750750750750751,nuclear envelope,GO:0005637;GO:0005643;GO:0031965;GO:0044613;GO:0044614
GO:0005654,36,2.7027027027027,nucleoplasm,GO:0016581;GO:0016604;GO:0016605;GO:0016607;GO:0035061;GO:0035097;GO:0035098;GO:0070822
GO:0005694,45,3.37837837837838,chromosome,GO:0000228;GO:0000775;GO:0000776;GO:0000781;GO:0000785;GO:0000786;GO:0000792;GO:0000794;GO:0000803;GO:0005700;GO:0005721;GO:0008622;GO:0016514;GO:0016581;GO:0016589;GO:0030915;GO:0035060;GO:0035861;GO:0070822;GO:0071564;GO:0071565
GO:0005730,10,0.750750750750751,nucleolus,
GO:0005739,20,1.5015015015015,mitochondrion,GO:0005741;GO:0005743;GO:0005758;GO:0005759;GO:0031966
GO:0005764,4,0.3003003003003,lysosome,GO:0043202;GO:0098574
GO:0005768,16,1.2012012012012,endosome,GO:0005769;GO:0010008;GO:0031901;GO:0031904;GO:0055037;GO:0098559;GO:0098560
GO:0005773,7,0.525525525525526,vacuole,GO:0000325;GO:0000329;GO:0005764;GO:0043202;GO:0070772;GO:0098574
GO:0005777,0,0,peroxisome,
GO:0005783,39,2.92792792792793,endoplasmic reticulum,GO:0005788;GO:0005789;GO:0005790;GO:0005791;GO:0016529;GO:0030176;GO:0034663;GO:0071782
GO:0005794,21,1.57657657657658,Golgi apparatus,GO:0000139;GO:0005795;GO:0005796;GO:0005797;GO:0005802;GO:0032580
GO:0005811,0,0,lipid droplet,
GO:0005815,16,1.2012012012012,microtubule organizing center,GO:0005813;GO:0005814;GO:0031616;GO:0034451;GO:0036064
GO:0005829,28,2.1021021021021,cytosol,
GO:0005840,2,0.15015015015015,ribosome,GO:0015935;GO:0042788
GO:0005856,79,5.93093093093093,cytoskeleton,GO:0000922;GO:0001534;GO:0001535;GO:0001725;GO:0002177;GO:0005813;GO:0005814;GO:0005815;GO:0005819;GO:0005861;GO:0005868;GO:0005874;GO:0005875;GO:0005879;GO:0005881;GO:0005882;GO:0005883;GO:0005884;GO:0005930;GO:0014731;GO:0015629;GO:0015630;GO:0016459;GO:0016460;GO:0030286;GO:0030863;GO:0030864;GO:0031616;GO:0032133;GO:0032432;GO:0034451;GO:0036064;GO:0036157;GO:0036449;GO:0042641;GO:0072687;GO:0097427;GO:0097431;GO:0098871;GO:1905721;GO:1990385
